discovery_index,play_name,video_id,clip_name,tracking_file,tracking_kind,key_actions_source,player_track_source,player_tracks_resolved,template_source,output_directory,preflight_status,preflight_failure_type,execution_state,status,warning_count,error_count,unknown_track_count,missing_box_warning_count,ball_track_count,has_unknown_tracks,has_missing_box_warnings,has_no_ball_track,num_tracks,num_player_tracks,num_ball_tracks,num_action_segments,elapsed_seconds,failure_type,message,traceback_file
70,BootPass,71,BootPass_71,BootPass/BootPass_71_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_71,READY,,PROCESSED,FAILED,108,2,28,50,0,True,True,True,28,28,0,68,2.545,enrichment,Enriched with 2 validation error(s),
71,BootPass,72,BootPass_72,BootPass/BootPass_72_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_72,READY,,PROCESSED,FAILED,129,2,33,60,0,True,True,True,33,33,0,65,2.842,enrichment,Enriched with 2 validation error(s),
72,BootPass,73,BootPass_73,BootPass/BootPass_73_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_73,READY,,PROCESSED,FAILED,161,2,39,81,0,True,True,True,39,39,0,105,2.126,enrichment,Enriched with 2 validation error(s),
73,BootPass,74,BootPass_74,BootPass/BootPass_74_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_74,READY,,PROCESSED,FAILED,120,2,26,66,0,True,True,True,26,26,0,75,2.45,enrichment,Enriched with 2 validation error(s),
74,BootPass,75,BootPass_75,BootPass/BootPass_75_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_75,READY,,PROCESSED,FAILED,106,2,34,36,0,True,True,True,34,34,0,62,2.25,enrichment,Enriched with 2 validation error(s),
75,BootPass,76,BootPass_76,BootPass/BootPass_76_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_76,READY,,PROCESSED,FAILED,100,2,29,40,1,True,True,False,30,29,1,49,2.116,enrichment,Enriched with 2 validation error(s),
76,BootPass,77,BootPass_77,BootPass/BootPass_77_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_77,READY,,PROCESSED,FAILED,63,2,25,11,0,True,True,True,25,25,0,39,22.751,enrichment,Enriched with 2 validation error(s),
77,BootPass,78,BootPass_78,BootPass/BootPass_78_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_78,READY,,PROCESSED,FAILED,100,2,30,38,1,True,True,False,31,30,1,59,3.853,enrichment,Enriched with 2 validation error(s),
78,BootPass,79,BootPass_79,BootPass/BootPass_79_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_79,READY,,PROCESSED,FAILED,98,2,30,36,0,True,True,True,30,30,0,56,0.701,enrichment,Enriched with 2 validation error(s),
79,BootPass,80,BootPass_80,BootPass/BootPass_80_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_80,READY,,PROCESSED,FAILED,104,2,28,46,0,True,True,True,28,28,0,54,2.347,enrichment,Enriched with 2 validation error(s),
80,BootPass,81,BootPass_81,BootPass/BootPass_81_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_81,READY,,PROCESSED,FAILED,108,2,31,43,0,True,True,True,31,31,0,55,2.441,enrichment,Enriched with 2 validation error(s),
81,BootPass,82,BootPass_82,BootPass/BootPass_82_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_82,READY,,PROCESSED,FAILED,125,2,34,55,1,True,True,False,35,34,1,63,2.137,enrichment,Enriched with 2 validation error(s),
82,BootPass,83,BootPass_83,BootPass/BootPass_83_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_83,READY,,PROCESSED,FAILED,156,2,37,80,0,True,True,True,37,37,0,95,2.108,enrichment,Enriched with 2 validation error(s),
83,BootPass,84,BootPass_84,BootPass/BootPass_84_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_84,READY,,PROCESSED,FAILED,173,2,38,95,0,True,True,True,38,38,0,121,3.642,enrichment,Enriched with 2 validation error(s),
84,BootPass,85,BootPass_85,BootPass/BootPass_85_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_85,READY,,PROCESSED,FAILED,119,2,28,61,0,True,True,True,28,28,0,77,3.194,enrichment,Enriched with 2 validation error(s),
85,BootPass,86,BootPass_86,BootPass/BootPass_86_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_86,READY,,PROCESSED,FAILED,215,2,48,116,1,True,True,False,49,48,1,131,2.98,enrichment,Enriched with 2 validation error(s),
86,BootPass,87,BootPass_87,BootPass/BootPass_87_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_87,READY,,PROCESSED,FAILED,90,2,26,36,0,True,True,True,26,26,0,64,2.779,enrichment,Enriched with 2 validation error(s),
87,BootPass,88,BootPass_88,BootPass/BootPass_88_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_88,READY,,PROCESSED,FAILED,111,2,30,49,0,True,True,True,30,30,0,64,3.133,enrichment,Enriched with 2 validation error(s),
88,BootPass,89,BootPass_89,BootPass/BootPass_89_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_89,READY,,PROCESSED,FAILED,131,2,29,71,0,True,True,True,29,29,0,89,2.612,enrichment,Enriched with 2 validation error(s),
89,BootPass,90,BootPass_90,BootPass/BootPass_90_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_90,READY,,PROCESSED,FAILED,170,2,37,94,0,True,True,True,37,37,0,109,2.542,enrichment,Enriched with 2 validation error(s),
90,BootPass,91,BootPass_91,BootPass/BootPass_91_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_91,READY,,PROCESSED,FAILED,100,2,29,40,0,True,True,True,29,29,0,49,2.815,enrichment,Enriched with 2 validation error(s),
91,BootPass,92,BootPass_92,BootPass/BootPass_92_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_92,READY,,PROCESSED,FAILED,106,2,33,38,0,True,True,True,33,33,0,53,2.558,enrichment,Enriched with 2 validation error(s),
92,BootPass,93,BootPass_93,BootPass/BootPass_93_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_93,READY,,PROCESSED,FAILED,118,2,33,50,0,True,True,True,33,33,0,71,2.818,enrichment,Enriched with 2 validation error(s),
93,BootPass,94,BootPass_94,BootPass/BootPass_94_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_94,READY,,PROCESSED,FAILED,144,2,33,72,1,True,True,False,34,33,1,78,2.548,enrichment,Enriched with 2 validation error(s),
94,BootPass,95,BootPass_95,BootPass/BootPass_95_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_95,READY,,PROCESSED,FAILED,175,2,40,93,0,True,True,True,40,40,0,107,3.114,enrichment,Enriched with 2 validation error(s),
95,BootPass,96,BootPass_96,BootPass/BootPass_96_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_96,READY,,PROCESSED,FAILED,149,2,41,63,0,True,True,True,41,41,0,76,3.499,enrichment,Enriched with 2 validation error(s),
96,BootPass,97,BootPass_97,BootPass/BootPass_97_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_97,READY,,PROCESSED,FAILED,99,2,30,37,0,True,True,True,30,30,0,60,3.906,enrichment,Enriched with 2 validation error(s),
97,BootPass,98,BootPass_98,BootPass/BootPass_98_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_98,READY,,PROCESSED,FAILED,78,2,24,27,1,True,True,False,25,24,1,39,2.226,enrichment,Enriched with 2 validation error(s),
98,BootPass,99,BootPass_99,BootPass/BootPass_99_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_99,READY,,PROCESSED,FAILED,141,2,35,68,0,True,True,True,35,35,0,82,19.836,enrichment,Enriched with 2 validation error(s),
99,BootPass,100,BootPass_100,BootPass/BootPass_100_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_100,READY,,PROCESSED,FAILED,130,2,34,58,0,True,True,True,34,34,0,72,2.847,enrichment,Enriched with 2 validation error(s),
100,BootPass,101,BootPass_101,BootPass/BootPass_101_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_101,READY,,PROCESSED,FAILED,148,2,35,76,0,True,True,True,35,35,0,100,3.124,enrichment,Enriched with 2 validation error(s),
101,BootPass,102,BootPass_102,BootPass/BootPass_102_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_102,READY,,PROCESSED,FAILED,116,2,34,46,0,True,True,True,34,34,0,65,2.597,enrichment,Enriched with 2 validation error(s),
102,BootPass,103,BootPass_103,BootPass/BootPass_103_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_103,READY,,PROCESSED,FAILED,333,2,80,166,0,True,True,True,80,80,0,180,3.165,enrichment,Enriched with 2 validation error(s),
103,BootPass,104,BootPass_104,BootPass/BootPass_104_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_104,READY,,PROCESSED,FAILED,127,2,31,63,0,True,True,True,31,31,0,83,2.706,enrichment,Enriched with 2 validation error(s),
104,BootPass,105,BootPass_105,BootPass/BootPass_105_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_105,READY,,PROCESSED,FAILED,95,2,27,39,0,True,True,True,27,27,0,46,2.765,enrichment,Enriched with 2 validation error(s),
105,BootPass,106,BootPass_106,BootPass/BootPass_106_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_106,READY,,PROCESSED,FAILED,111,2,30,45,0,True,True,True,30,30,0,48,2.964,enrichment,Enriched with 2 validation error(s),
106,BootPass,107,BootPass_107,BootPass/BootPass_107_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_107,READY,,PROCESSED,FAILED,89,2,26,35,0,True,True,True,26,26,0,41,2.723,enrichment,Enriched with 2 validation error(s),
107,BootPass,108,BootPass_108,BootPass/BootPass_108_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_108,READY,,PROCESSED,FAILED,106,2,30,43,0,True,True,True,30,30,0,51,2.987,enrichment,Enriched with 2 validation error(s),
108,BootPass,109,BootPass_109,BootPass/BootPass_109_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_109,READY,,PROCESSED,FAILED,197,2,34,126,0,True,True,True,34,34,0,139,3.074,enrichment,Enriched with 2 validation error(s),
109,BootPass,110,BootPass_110,BootPass/BootPass_110_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_110,READY,,PROCESSED,FAILED,164,2,40,79,0,True,True,True,40,40,0,88,3.203,enrichment,Enriched with 2 validation error(s),
110,BootPass,111,BootPass_111,BootPass/BootPass_111_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_111,READY,,PROCESSED,FAILED,112,2,30,50,0,True,True,True,30,30,0,74,2.801,enrichment,Enriched with 2 validation error(s),
111,BootPass,112,BootPass_112,BootPass/BootPass_112_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_112,READY,,PROCESSED,FAILED,127,2,36,53,0,True,True,True,36,36,0,71,3.063,enrichment,Enriched with 2 validation error(s),
112,BootPass,113,BootPass_113,BootPass/BootPass_113_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_113,READY,,PROCESSED,FAILED,152,2,38,72,0,True,True,True,38,38,0,86,3.138,enrichment,Enriched with 2 validation error(s),
113,BootPass,114,BootPass_114,BootPass/BootPass_114_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_114,READY,,PROCESSED,FAILED,130,3,34,58,0,True,True,True,34,34,0,71,2.145,enrichment,Enriched with 3 validation error(s),
114,BootPass,115,BootPass_115,BootPass/BootPass_115_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_115,READY,,PROCESSED,FAILED,79,4,28,21,0,True,True,True,28,28,0,40,2.628,enrichment,Enriched with 4 validation error(s),
115,BootPass,116,BootPass_116,BootPass/BootPass_116_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_116,READY,,PROCESSED,FAILED,195,2,55,80,1,True,True,False,56,55,1,93,1.85,enrichment,Enriched with 2 validation error(s),
116,BootPass,117,BootPass_117,BootPass/BootPass_117_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_117,READY,,PROCESSED,FAILED,98,2,28,40,0,True,True,True,28,28,0,56,2.258,enrichment,Enriched with 2 validation error(s),
117,BootPass,118,BootPass_118,BootPass/BootPass_118_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_118,READY,,PROCESSED,FAILED,110,2,31,43,0,True,True,True,31,31,0,46,2.362,enrichment,Enriched with 2 validation error(s),
118,BootPass,119,BootPass_119,BootPass/BootPass_119_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_119,READY,,PROCESSED,FAILED,112,3,28,53,0,True,True,True,28,28,0,69,2.938,enrichment,Enriched with 3 validation error(s),
119,BootPass,120,BootPass_120,BootPass/BootPass_120_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_120,READY,,PROCESSED,FAILED,154,2,40,69,1,True,True,False,41,40,1,82,3.157,enrichment,Enriched with 2 validation error(s),
120,BootPass,121,BootPass_121,BootPass/BootPass_121_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_121,READY,,PROCESSED,FAILED,80,2,23,32,0,True,True,True,23,23,0,40,21.078,enrichment,Enriched with 2 validation error(s),
121,BootPass,122,BootPass_122,BootPass/BootPass_122_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_122,READY,,PROCESSED,FAILED,121,3,32,55,0,True,True,True,32,32,0,60,0.414,enrichment,Enriched with 3 validation error(s),
122,BootPass,123,BootPass_123,BootPass/BootPass_123_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_123,READY,,PROCESSED,FAILED,180,2,42,93,0,True,True,True,42,42,0,104,4.557,enrichment,Enriched with 2 validation error(s),
123,BootPass,124,BootPass_124,BootPass/BootPass_124_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_124,READY,,PROCESSED,FAILED,143,2,37,64,0,True,True,True,37,37,0,84,2.497,enrichment,Enriched with 2 validation error(s),
124,BootPass,125,BootPass_125,BootPass/BootPass_125_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_125,READY,,PROCESSED,FAILED,92,2,30,28,0,True,True,True,30,30,0,53,2.723,enrichment,Enriched with 2 validation error(s),
125,BootPass,126,BootPass_126,BootPass/BootPass_126_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_126,READY,,PROCESSED,FAILED,111,3,34,38,0,True,True,True,34,34,0,57,2.252,enrichment,Enriched with 3 validation error(s),
126,BootPass,127,BootPass_127,BootPass/BootPass_127_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_127,READY,,PROCESSED,FAILED,116,2,30,52,0,True,True,True,30,30,0,66,3.315,enrichment,Enriched with 2 validation error(s),
127,BootPass,128,BootPass_128,BootPass/BootPass_128_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_128,READY,,PROCESSED,FAILED,135,2,34,63,0,True,True,True,34,34,0,76,3.697,enrichment,Enriched with 2 validation error(s),
128,BootPass,129,BootPass_129,BootPass/BootPass_129_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_129,READY,,PROCESSED,FAILED,168,2,37,89,0,True,True,True,37,37,0,98,2.71,enrichment,Enriched with 2 validation error(s),
129,BootPass,130,BootPass_130,BootPass/BootPass_130_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_130,READY,,PROCESSED,FAILED,202,2,54,91,0,True,True,True,54,54,0,110,0.546,enrichment,Enriched with 2 validation error(s),
130,BootPass,131,BootPass_131,BootPass/BootPass_131_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_131,READY,,PROCESSED,FAILED,113,2,30,50,0,True,True,True,30,30,0,74,3.163,enrichment,Enriched with 2 validation error(s),
131,BootPass,132,BootPass_132,BootPass/BootPass_132_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_132,READY,,PROCESSED,FAILED,120,2,32,52,1,True,True,False,33,32,1,68,3.181,enrichment,Enriched with 2 validation error(s),
132,BootPass,133,BootPass_133,BootPass/BootPass_133_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_133,READY,,PROCESSED,FAILED,221,2,38,143,0,True,True,True,38,38,0,146,2.635,enrichment,Enriched with 2 validation error(s),
133,BootPass,134,BootPass_134,BootPass/BootPass_134_cvat_mot.zip,MOT_ZIP,data/key_actions/BootPass.csv,data/player_tracks/BootPass.csv,True,docs/JetSweepTemplate.xml,output/BootPass/BootPass_134,READY,,PROCESSED,FAILED,0,1,0,0,0,False,False,True,,,,,346.891,unexpected_exception,Exception: TimeoutError: [Errno 60] Operation timed out,output/_batch/failures/BootPass_134.traceback.txt
134,Counter,1,Counter_1,Counter/Counter_1_cvat_mot.zip,MOT_ZIP,data/key_actions/Counter.csv,,False,docs/JetSweepTemplate.xml,output/Counter/Counter_1,READY,,PROCESSED,WARNING,59,0,25,6,4,True,True,False,29,25,4,51,1.423,,Processed with 59 warning(s),
